Year,Age,kmDriven,Transmission,Owner,AskPrice,Cluster
0.9473684210526301,0.05263157894736842,0.0306121824241175,0.0,1.0,0.03942567965164176,2
0.8947368421052602,0.10526315789473684,0.09679163920073632,1.0,0.0,0.015887960456631753,3
0.973684210526315,0.02631578947368421,0.012244872969647,0.0,0.0,0.042014828763092864,0
0.8421052631578902,0.15789473684210525,0.0,1.0,0.0,0.011415793809579853,3
0.6315789473684177,0.3684210526315789,0.5102030404019583,1.0,0.0,0.018477109568082857,3
0.8421052631578902,0.15789473684210525,0.12040791753486217,0.0,0.0,0.04189714016711781,0
0.7894736842105203,0.21052631578947367,0.041836649312960585,0.0,1.0,0.046722372602094865,2
0.6315789473684177,0.3684210526315789,0.08061208038350942,1.0,1.0,0.006472872778627751,1
0.7894736842105203,0.21052631578947367,0.10510284672888422,1.0,1.0,0.012723431799458633,1
0.8157894736842053,0.18421052631578946,0.07142842565627416,1.0,1.0,0.0176532893962575,1
0.8421052631578902,0.15789473684210525,0.13265279050450918,1.0,0.0,0.015887960456631753,3
0.6578947368421026,0.3421052631578947,0.0795916743027055,1.0,1.0,0.004942921030952101,1
0.8157894736842053,0.18421052631578946,0.11734669929245042,0.0,1.0,0.055902083088148764,2
0.8157894736842053,0.18421052631578946,0.16326497292862666,1.0,1.0,0.012592679769330352,1
0.8157894736842053,0.18421052631578946,0.027550964181705752,1.0,1.0,0.006708249970577851,1
0.8947368421052602,0.10526315789473684,0.0832651361935996,0.0,0.0,0.023678945510180065,0
0.8157894736842053,0.18421052631578946,0.055101928363411504,0.0,0.0,0.018736024479227967,0
0.8421052631578902,0.15789473684210525,0.07755086214109767,1.0,0.0,0.026126868306461104,3
0.7368421052631575,0.2631578947368421,0.08775492294913684,0.0,0.0,0.07026009179710486,0
0.6578947368421026,0.3421052631578947,0.06632639525225459,1.0,1.0,0.0023537719195010007,1
0.8421052631578902,0.15789473684210525,0.061224364848235,0.0,1.0,0.03377662704483936,2
0.973684210526315,0.02631578947368421,0.024489745939294,1.0,0.0,0.028480640225962105,3
0.6578947368421026,0.3421052631578947,0.10227632188505738,1.0,1.0,0.009746993056372838,1
0.973684210526315,0.02631578947368421,0.013265279050450917,1.0,1.0,0.014004942921030952,1
0.8157894736842053,0.18421052631578946,0.04795908579778409,1.0,0.0,0.011886524655760858,3
0.5526315789473628,0.4473684210526315,0.11737833188095534,1.0,1.0,0.0029422148993762504,1
0.7368421052631575,0.2631578947368421,0.06836720741386242,1.0,0.0,0.006237495586677651,3
0.7894736842105203,0.21052631578947367,0.07602025301989179,1.0,0.0,0.009650464869954103,3
0.7894736842105203,0.21052631578947367,0.09489776551476425,0.0,1.0,0.013181122749205602,2
0.7631578947368354,0.23684210526315788,0.060203958767431086,1.0,0.0,0.006590561374602801,3
0.8157894736842053,0.18421052631578946,0.08061208038350942,0.0,1.0,0.04024949982346711,2
0.9473684210526301,0.05263157894736842,0.07040801957547026,0.0,0.0,0.029069083205837357,0
0.7631578947368354,0.23684210526315788,0.07755086214109767,0.0,1.0,0.014946451688831353,2
0.8947368421052602,0.10526315789473684,0.03520400978773513,0.0,0.0,0.021654701659409206,0
0.7894736842105203,0.21052631578947367,0.13265279050450918,1.0,1.0,0.009062021890078853,1
0.9473684210526301,0.05263157894736842,0.020408121616078332,0.0,0.0,0.1761798281746499,0
0.973684210526315,0.02631578947368421,0.016229558715186294,0.0,0.0,0.054960574320348364,0
0.9210526315789451,0.07894736842105263,0.02142852769688225,1.0,0.0,0.04966458750147111,3
0.8684210526315752,0.13157894736842105,0.013265279050450917,0.0,0.0,0.09262092503236437,0
0.7631578947368354,0.23684210526315788,0.07653045606029375,1.0,0.0,0.009885842061904203,3
0.6842105263157876,0.3157894736842105,0.08163248646431333,1.0,1.0,0.006708249970577851,1
0.7894736842105203,0.21052631578947367,0.051020304040195835,1.0,0.0,0.0054136754148523016,3
0.9473684210526301,0.05263157894736842,0.040816243232156664,0.0,1.0,0.015652583264681656,2
0.7105263157894726,0.2894736842105263,0.08877532902994074,1.0,0.0,0.008708956102153702,3
0.7631578947368354,0.23684210526315788,0.15816294252460708,1.0,1.0,0.013510650817935742,1
0.7368421052631575,0.2631578947368421,0.08163248646431333,1.0,1.0,0.009650464869954103,1
0.7368421052631575,0.2631578947368421,0.085714110787529,1.0,1.0,0.005884429798752501,1
0.9210526315789451,0.07894736842105263,0.0183673094544705,0.0,0.0,0.019653995527833354,0
0.8157894736842053,0.18421052631578946,0.04795908579778409,0.0,0.0,0.013181122749205602,0
0.6578947368421026,0.3421052631578947,0.13673441482772483,1.0,0.0,0.009650464869954103,3
0.6578947368421026,0.3421052631578947,0.08367329862592117,1.0,0.0,0.003883723667176651,3
0.7631578947368354,0.23684210526315788,0.03571421282813708,0.0,0.0,0.009650464869954103,0
0.7631578947368354,0.23684210526315788,0.1530609121205875,0.0,1.0,0.010238907849829353,2
0.6842105263157876,0.3157894736842105,0.134693602666117,1.0,0.0,0.025420736730610807,3
0.8157894736842053,0.18421052631578946,0.13265279050450918,0.0,1.0,0.05849123219959986,2
0.8947368421052602,0.10526315789473684,0.060203958767431086,0.0,0.0,0.022713899023184658,0
0.8421052631578902,0.15789473684210525,0.09693857767637208,0.0,1.0,0.013181122749205602,2
0.7894736842105203,0.21052631578947367,0.11734669929245042,1.0,1.0,0.0022360833235259506,1
0.9473684210526301,0.05263157894736842,0.011224466888843083,1.0,0.0,0.03907261386371661,3
0.7631578947368354,0.23684210526315788,0.06938761349466634,0.0,1.0,0.027539131458161704,2
0.9210526315789451,0.07894736842105263,0.07551004997948983,0.0,0.0,0.027868659526891847,0
0.6842105263157876,0.3157894736842105,0.08979573511074466,1.0,0.0,0.008708956102153702,3
0.7368421052631575,0.2631578947368421,0.04795908579778409,0.0,1.0,0.010356596445804403,2
0.7631578947368354,0.23684210526315788,1.6326497292862667e-05,1.0,0.0,0.008826644698128753,3
0.6842105263157876,0.3157894736842105,0.06938761349466634,1.0,0.0,0.0051782982229022015,3
0.5526315789473628,0.4473684210526315,0.11734669929245042,1.0,1.0,0.005884429798752501,1
0.6578947368421026,0.3421052631578947,0.051020304040195835,1.0,1.0,0.0031775920913263505,1
0.8157894736842053,0.18421052631578946,0.09999979591878383,1.0,0.0,0.013769565729080852,3
0.8684210526315752,0.13157894736842105,0.06326517700984284,0.0,0.0,0.07259032599741085,0
0.8684210526315752,0.13157894736842105,0.06836720741386242,1.0,1.0,0.020807343768388845,1
0.7631578947368354,0.23684210526315788,0.07040801957547026,1.0,1.0,0.007649758738378252,1
0.9210526315789451,0.07894736842105263,0.049999897959391915,1.0,0.0,0.012357302577380252,3
0.7105263157894726,0.2894736842105263,0.1653057850902345,1.0,1.0,0.008826644698128753,1
0.8421052631578902,0.15789473684210525,0.08775492294913684,1.0,0.0,0.058467694480404855,3
0.973684210526315,0.02631578947368421,0.03571421282813708,0.0,0.0,0.04731081558197011,0
0.7368421052631575,0.2631578947368421,0.03877543107054884,1.0,0.0,0.008355890314228552,3
0.8947368421052602,0.10526315789473684,0.10714263848441125,1.0,0.0,0.024361539366835355,3
0.9473684210526301,0.05263157894736842,0.026020355060499874,0.0,0.0,0.09850533129339767,0
0.7631578947368354,0.23684210526315788,0.06836720741386242,1.0,0.0,0.010238907849829353,3
0.7894736842105203,0.21052631578947367,0.0795916743027055,0.0,0.0,0.012710368365305402,0
0.5263157894736779,0.47368421052631576,0.19489756143354808,1.0,0.0,0.006590561374602801,3
0.8421052631578902,0.15789473684210525,0.0673468013330585,0.0,1.0,0.024949982346710607,2
0.7894736842105203,0.21052631578947367,0.07653045606029375,1.0,0.0,0.03448275862068966,3
0.8421052631578902,0.15789473684210525,0.08734676051681527,1.0,0.0,0.017300223608332353,3
0.6842105263157876,0.3157894736842105,0.15816294252460708,1.0,1.0,0.014946451688831353,1
0.6315789473684177,0.3684210526315789,0.04693867971698017,1.0,1.0,0.0014828763092856303,1
0.7631578947368354,0.23684210526315788,0.06938761349466634,1.0,0.0,0.007414381546428151,3
0.8421052631578902,0.15789473684210525,0.07448964389868591,0.0,0.0,0.013534188537130752,0
0.6578947368421026,0.3421052631578947,0.07551004997948983,0.0,1.0,0.008473578910203602,2
0.8421052631578902,0.15789473684210525,0.06632639525225459,0.0,1.0,0.013534188537130752,2
0.9210526315789451,0.07894736842105263,0.051020304040195835,0.0,0.0,0.07614452159585736,0
0.7368421052631575,0.2631578947368421,0.06224477092903892,0.0,0.0,0.0157702718606567,0
0.5,0.5,0.09999979591878383,1.0,1.0,0.0034129692832764505,1
0.8157894736842053,0.18421052631578946,0.07755086214109767,0.0,1.0,0.017535600800282457,2
0.7894736842105203,0.21052631578947367,0.09091818179962897,1.0,1.0,0.017535600800282457,1
0.8421052631578902,0.15789473684210525,0.07547025414233847,0.0,1.0,0.021654701659409206,2
0.8684210526315752,0.13157894736842105,0.061224364848235,0.0,0.0,0.06414028480640226,0
0.8421052631578902,0.15789473684210525,0.047806024885663496,1.0,1.0,0.020360127103683658,1
0.973684210526315,0.02631578947368421,0.028571370262509665,0.0,0.0,0.04166176297516771,0
0.7105263157894726,0.2894736842105263,0.10102020199958775,1.0,1.0,0.010709662233729553,1
0.6052631578947327,0.39473684210526316,0.05747743371952302,1.0,0.0,0.005884429798752501,3
0.8421052631578902,0.15789473684210525,0.12959157226209742,1.0,0.0,0.023066964811109807,3
0.7105263157894726,0.2894736842105263,0.0795916743027055,0.0,1.0,0.018241732376132754,2
0.9473684210526301,0.05263157894736842,0.03163258850492142,0.0,0.0,0.06319877603860186,0
0.8947368421052602,0.10526315789473684,0.05816314660582325,0.0,0.0,0.07131928916088032,0
0.8157894736842053,0.18421052631578946,0.07142842565627416,0.0,1.0,0.062021890078851366,2
0.7368421052631575,0.2631578947368421,0.04229889326756476,1.0,1.0,0.004825232434977051,1
0.9210526315789451,0.07894736842105263,0.03367340066652925,1.0,0.0,0.012474991173355302,3
0.8421052631578902,0.15789473684210525,0.037755024989744916,0.0,1.0,0.010474285041779453,2
0.7631578947368354,0.23684210526315788,0.06632639525225459,1.0,0.0,0.008473578910203602,3
0.9473684210526301,0.05263157894736842,0.036734618908941,0.0,0.0,0.015887960456631753,0
0.7894736842105203,0.21052631578947367,0.13265279050450918,0.0,1.0,0.032599717547369664,2
0.7105263157894726,0.2894736842105263,0.10204060808039167,1.0,1.0,0.0034129692832764505,1
0.7894736842105203,0.21052631578947367,0.09489776551476425,0.0,0.0,0.04907614452159586,0
0.8684210526315752,0.13157894736842105,0.048979491878588,1.0,0.0,0.024714605154760504,3
0.7894736842105203,0.21052631578947367,0.06428558309064675,0.0,1.0,0.053548311168647764,2
0.7631578947368354,0.23684210526315788,0.08673451686833292,1.0,1.0,0.012828056961280452,1
0.8157894736842053,0.18421052631578946,0.07142842565627416,0.0,0.0,0.017300223608332353,0
0.7105263157894726,0.2894736842105263,0.060203958767431086,1.0,1.0,0.009650464869954103,1
0.7631578947368354,0.23684210526315788,0.073469237817882,0.0,1.0,0.008826644698128753,2
0.6842105263157876,0.3157894736842105,0.07551004997948983,0.0,1.0,0.03012828056961281,2
0.8421052631578902,0.15789473684210525,0.0797212658749676,1.0,0.0,0.0181240437801577,3
0.8947368421052602,0.10526315789473684,0.026530558100901835,1.0,0.0,0.017888666588207605,3
0.8157894736842053,0.18421052631578946,0.06700292448382758,0.0,1.0,0.007296692950453101,2
0.8421052631578902,0.15789473684210525,0.024489745939294,0.0,0.0,0.09848181711192186,0
0.7631578947368354,0.23684210526315788,0.16326497292862666,0.0,1.0,0.029069083205837357,2
0.8947368421052602,0.10526315789473684,0.08061208038350942,1.0,1.0,0.0167117806284571,1
0.8421052631578902,0.15789473684210525,0.03163258850492142,1.0,0.0,0.012569142050135342,3
0.8684210526315752,0.13157894736842105,0.05612233444421542,0.0,0.0,0.030245945627868663,0
0.7631578947368354,0.23684210526315788,0.09081614119154859,1.0,1.0,0.009791691185124162,1
0.9473684210526301,0.05263157894736842,0.037755024989744916,0.0,0.0,0.042485583146993064,0
0.7894736842105203,0.21052631578947367,0.05714274052501933,1.0,0.0,0.006119806990702601,3
0.7631578947368354,0.23684210526315788,0.07653045606029375,0.0,0.0,0.057314346239849365,0
0.7368421052631575,0.2631578947368421,0.03265401499180614,1.0,1.0,0.006590561374602801,1
1.0,0.0,0.022448933777686166,1.0,0.0,0.005766741202777451,3
0.6315789473684177,0.3684210526315789,0.04591827363617625,1.0,1.0,0.0031775920913263505,1
0.9210526315789451,0.07894736842105263,0.061224364848235,0.0,0.0,0.07496763563610687,0
0.9210526315789451,0.07894736842105263,0.041836649312960585,0.0,0.0,0.03236436389313876,0
0.7631578947368354,0.23684210526315788,0.05204071012099975,1.0,1.0,0.011415770271860658,1
0.9210526315789451,0.07894736842105263,0.028571370262509665,0.0,1.0,0.017300223608332353,2
0.8684210526315752,0.13157894736842105,0.03877543107054884,0.0,0.0,0.10438978462986936,0
0.8684210526315752,0.13157894736842105,0.0661223140360938,0.0,0.0,0.018453571848887844,0
0.9473684210526301,0.05263157894736842,0.01765302519790776,0.0,0.0,0.04660468400611981,0
0.7105263157894726,0.2894736842105263,0.03877543107054884,1.0,0.0,0.006519948217017771,3
0.6578947368421026,0.3421052631578947,0.09693857767637208,0.0,1.0,0.006237495586677651,2
0.6842105263157876,0.3157894736842105,0.073469237817882,1.0,0.0,0.0035306578792515006,3
0.7894736842105203,0.21052631578947367,0.13775482090852875,1.0,1.0,0.020242438507708606,1
0.6842105263157876,0.3157894736842105,0.13775482090852875,1.0,1.0,0.008944333294103803,1
0.8684210526315752,0.13157894736842105,0.16326497292862666,1.0,0.0,0.016005649052606805,3
0.9473684210526301,0.05263157894736842,0.014285685131254833,0.0,0.0,0.04378015770271861,0
0.8947368421052602,0.10526315789473684,0.05122438525635662,0.0,0.0,0.030245969165587853,0
0.7368421052631575,0.2631578947368421,0.04795908579778409,1.0,0.0,0.005649052606802402,3
0.6578947368421026,0.3421052631578947,0.060816202415913435,1.0,1.0,0.004589855243026951,1
0.6315789473684177,0.3684210526315789,0.008163248646431333,0.0,1.0,0.004001412263151701,2
0.973684210526315,0.02631578947368421,0.0306121824241175,1.0,0.0,0.015534894668706603,3
0.8157894736842053,0.18421052631578946,0.055101928363411504,0.0,1.0,0.008238201718253502,2
0.3157894736842053,0.6842105263157894,0.08163248646431333,1.0,1.0,0.0014122631517006002,1
0.6578947368421026,0.3421052631578947,0.10204060808039167,0.0,1.0,0.006590561374602801,2
0.8157894736842053,0.18421052631578946,0.048979491878588,0.0,0.0,0.027892173708367662,0
0.7105263157894726,0.2894736842105263,0.1530609121205875,0.0,1.0,0.009297399082028953,2
0.7894736842105203,0.21052631578947367,0.06428558309064675,1.0,1.0,0.014946451688831353,1
0.7368421052631575,0.2631578947368421,0.33979522490770425,0.0,1.0,0.033658938448864306,2
0.8421052631578902,0.15789473684210525,0.06326517700984284,1.0,0.0,0.016005649052606805,3
0.9210526315789451,0.07894736842105263,0.057143760931100136,0.0,0.0,0.026126868306461104,0
0.8157894736842053,0.18421052631578946,0.025510152020097918,1.0,0.0,0.03648346475226551,3
0.7631578947368354,0.23684210526315788,0.06938863390074713,1.0,1.0,0.010097681534659292,1
0.7105263157894726,0.2894736842105263,0.073469237817882,1.0,0.0,0.007767447334353302,3
0.8684210526315752,0.13157894736842105,0.051020304040195835,0.0,1.0,0.06261033305872661,2
0.7894736842105203,0.21052631578947367,0.09693857767637208,1.0,1.0,0.012239613981405202,1
0.9210526315789451,0.07894736842105263,0.03979583715135275,0.0,0.0,0.010591973637754503,0
0.7105263157894726,0.2894736842105263,0.061224364848235,1.0,1.0,0.016005649052606805,1
0.8157894736842053,0.18421052631578946,0.07379066573333523,0.0,1.0,0.024008473578910207,2
0.7368421052631575,0.2631578947368421,0.08367329862592117,0.0,1.0,0.008826644698128753,2
0.8684210526315752,0.13157894736842105,0.08673451686833292,0.0,1.0,0.006237495586677651,2
0.7894736842105203,0.21052631578947367,0.06530598917145067,0.0,0.0,0.028951394609862305,0
0.7894736842105203,0.21052631578947367,0.0698978165350683,1.0,1.0,0.010003530657879253,1
0.9473684210526301,0.05263157894736842,0.04489786755537233,0.0,0.0,0.018006355184182657,0
0.8684210526315752,0.13157894736842105,0.060203958767431086,1.0,0.0,0.012357302577380252,3
0.9473684210526301,0.05263157894736842,0.032652994585725334,0.0,0.0,0.02965752618571261,0
0.7368421052631575,0.2631578947368421,0.04591827363617625,0.0,1.0,0.027892197246086853,2
0.7894736842105203,0.21052631578947367,0.13265279050450918,0.0,1.0,0.012004236789455102,2
0.8684210526315752,0.13157894736842105,0.06643863992114302,1.0,0.0,0.006708249970577851,3
0.8157894736842053,0.18421052631578946,0.11428548105003866,0.0,0.0,0.03615654937036602,0
0.7368421052631575,0.2631578947368421,0.032652994585725334,0.0,1.0,0.044368600682593864,2
0.8157894736842053,0.18421052631578946,0.08013963236809721,0.0,0.0,0.008473578910203602,0
0.8421052631578902,0.15789473684210525,0.07211515894865521,0.0,0.0,0.017888666588207605,0
0.8421052631578902,0.15789473684210525,0.04066114150787447,1.0,0.0,0.010943415323055197,3
0.7894736842105203,0.21052631578947367,0.07857126822190158,0.0,0.0,0.03495351300458986,0
0.5789473684210478,0.42105263157894735,0.11367323740155631,1.0,1.0,0.0031775920913263505,1
0.8157894736842053,0.18421052631578946,0.0306121824241175,0.0,1.0,0.08191126279863481,2
0.7631578947368354,0.23684210526315788,0.08367329862592117,0.0,1.0,0.007296692950453101,2
0.7105263157894726,0.2894736842105263,0.09081614119154859,1.0,1.0,0.008144050841473462,1
0.7631578947368354,0.23684210526315788,0.19897918575676377,0.0,0.0,0.03613039896434036,0
0.8157894736842053,0.18421052631578946,0.06643863992114302,1.0,0.0,0.016005649052606805,3
0.9473684210526301,0.05263157894736842,0.025510152020097918,1.0,0.0,0.03201129810521361,3
0.7368421052631575,0.2631578947368421,0.11734669929245042,0.0,0.0,0.03495351300458986,0
0.7631578947368354,0.23684210526315788,0.06530598917145067,1.0,0.0,0.013181099211486408,3
0.7105263157894726,0.2894736842105263,0.06224477092903892,0.0,0.0,0.009415087678004003,0
0.7368421052631575,0.2631578947368421,0.055101928363411504,0.0,1.0,0.010921501706484642,2
0.8947368421052602,0.10526315789473684,0.6224507705086316,1.0,0.0,0.019418618335883257,3
0.9473684210526301,0.05263157894736842,0.025510152020097918,0.0,0.0,0.06084500411910086,0
0.7631578947368354,0.23684210526315788,0.10510182632280342,0.0,1.0,0.008120513122278452,2
0.9473684210526301,0.05263157894736842,0.014285685131254833,0.0,0.0,0.03613039896434036,0
0.7631578947368354,0.23684210526315788,0.05714274052501933,1.0,0.0,0.0051782982229022015,3
0.7894736842105203,0.21052631578947367,0.04795908579778409,0.0,1.0,0.05849123219959986,2
0.7105263157894726,0.2894736842105263,0.0997579596776333,0.0,1.0,0.03613039896434036,2
0.9210526315789451,0.07894736842105263,0.07551004997948983,1.0,1.0,0.011768859597505002,1
0.7631578947368354,0.23684210526315788,0.051020304040195835,1.0,1.0,0.008708956102153702,1
0.9210526315789451,0.07894736842105263,0.0428570553937645,1.0,1.0,0.059668118159350365,1
0.7368421052631575,0.2631578947368421,0.07244883173707808,0.0,1.0,0.008944333294103803,2
0.8947368421052602,0.10526315789473684,0.040816243232156664,1.0,0.0,0.027774508650111808,3
0.6315789473684177,0.3684210526315789,0.08469370470672509,1.0,1.0,0.0051782982229022015,1
0.6842105263157876,0.3157894736842105,0.16938740941345018,1.0,1.0,0.03848417088384136,1
0.47368421052631504,0.5263157894736842,0.07234577072291688,1.0,1.0,0.0019536306931858304,1
0.8684210526315752,0.13157894736842105,0.09285695335315641,1.0,0.0,0.026691773567141343,3
0.9473684210526301,0.05263157894736842,0.027550964181705752,1.0,0.0,0.04354478051076851,3
0.8421052631578902,0.15789473684210525,0.07920391999200001,0.0,0.0,0.03142285512533836,0
0.8157894736842053,0.18421052631578946,0.08673451686833292,1.0,1.0,0.014946428151112159,1
0.7894736842105203,0.21052631578947367,5.918355268662717e-05,0.0,1.0,0.004024949982346711,2
0.7894736842105203,0.21052631578947367,2.5510152020097917e-05,1.0,1.0,0.009532776273979053,1
0.5263157894736779,0.47368421052631576,0.020432611362017628,1.0,0.0,0.00011768859597504998,3
0.7368421052631575,0.2631578947368421,0.08163248646431333,1.0,1.0,0.008486665882076028,1
0.8684210526315752,0.13157894736842105,0.03571421282813708,0.0,1.0,0.027539131458161704,2
0.7894736842105203,0.21052631578947367,0.07857126822190158,0.0,0.0,0.013181122749205602,0
0.8421052631578902,0.15789473684210525,0.06454986826557496,0.0,1.0,0.011886548193480052,2
0.8157894736842053,0.18421052631578946,0.11224466888843083,1.0,0.0,0.010238884312110157,3
0.973684210526315,0.02631578947368421,0.014285685131254833,0.0,0.0,0.021419324467459103,0
0.8421052631578902,0.15789473684210525,0.05306111620180367,0.0,0.0,0.04472166647051901,0
0.6578947368421026,0.3421052631578947,0.04591827363617625,0.0,1.0,0.1761798281746499,2
0.7894736842105203,0.21052631578947367,0.06632639525225459,0.0,1.0,0.030834412145463105,2
0.7894736842105203,0.21052631578947367,0.07653045606029375,0.0,1.0,0.013651877133105802,2
0.5526315789473628,0.4473684210526315,0.13775482090852875,1.0,1.0,0.0035306578792515006,1
0.7368421052631575,0.2631578947368421,0.10714263848441125,1.0,1.0,0.018006355184182657,1
0.7894736842105203,0.21052631578947367,0.15408131820139143,0.0,1.0,0.06555254795810286,2
0.7105263157894726,0.2894736842105263,0.06224477092903892,0.0,1.0,0.019677533247028367,2
0.973684210526315,0.02631578947368421,0.02164179256777027,1.0,0.0,0.030010591973637757,3
0.8947368421052602,0.10526315789473684,0.08877532902994074,1.0,0.0,0.016900082382017186,3
0.7894736842105203,0.21052631578947367,0.13265279050450918,1.0,1.0,0.013746028009885843,1
0.7631578947368354,0.23684210526315788,0.12755076010048957,0.0,1.0,0.024949982346710607,2
0.8421052631578902,0.15789473684210525,0.0306121824241175,0.0,0.0,0.008002824526303402,0
0.7631578947368354,0.23684210526315788,0.08016412211403649,0.0,0.0,0.020806637636812994,0
0.7894736842105203,0.21052631578947367,0.06428558309064675,1.0,1.0,0.013769565729080852,1
0.7894736842105203,0.21052631578947367,0.06632639525225459,1.0,0.0,0.009297399082028953,3
0.7631578947368354,0.23684210526315788,0.1040814202419995,0.0,1.0,0.010238907849829353,2
0.9473684210526301,0.05263157894736842,0.03571421282813708,0.0,0.0,0.0171825350123573,0
0.9473684210526301,0.05263157894736842,0.051020304040195835,0.0,0.0,0.030222431446392847,0
0.7105263157894726,0.2894736842105263,0.061224364848235,0.0,1.0,0.006684712251382841,2
0.7368421052631575,0.2631578947368421,0.073469237817882,0.0,1.0,0.03728374720489585,2
0.7105263157894726,0.2894736842105263,0.05408152228260758,0.0,1.0,0.03730728492409086,2
0.8421052631578902,0.15789473684210525,0.07551004997948983,1.0,1.0,0.019653995527833354,1
0.973684210526315,0.02631578947368421,0.029591776343313583,0.0,0.0,0.053665999764622815,0
0.7894736842105203,0.21052631578947367,0.021224446480721467,0.0,1.0,0.03966105684359186,2
0.8157894736842053,0.18421052631578946,0.09693857767637208,1.0,1.0,0.012945745557255502,1
0.9210526315789451,0.07894736842105263,0.013265279050450917,0.0,0.0,0.03966105684359186,0
0.973684210526315,0.02631578947368421,0.004081624323215667,1.0,0.0,0.04907614452159586,3
0.9210526315789451,0.07894736842105263,0.05816314660582325,0.0,1.0,0.0157702718606567,2
0.9473684210526301,0.05263157894736842,0.025510152020097918,0.0,0.0,0.06378721901847711,0
0.8157894736842053,0.18421052631578946,0.09387735943396033,1.0,0.0,0.024361539366835355,3
